"Severity","Category","Object","RecordId","RecordName","Issue","Evidence","RecommendedAction"
"High","重複","ContractLineItem__c","a03RB00001T6sPaYAJ","a03RB00001T6sPa","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPbYAJ","a03RB00001T6sPb","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPcYAJ","a03RB00001T6sPc","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPdYAJ","a03RB00001T6sPd","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPeYAJ","a03RB00001T6sPe","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPfYAJ","a03RB00001T6sPf","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPgYAJ","a03RB00001T6sPg","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPhYAJ","a03RB00001T6sPh","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPWYAZ","a03RB00001T6sPW","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPXYAZ","a03RB00001T6sPX","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPYYAZ","a03RB00001T6sPY","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001T6sPZYAZ","a03RB00001T6sPZ","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000mYhriYAC|2026/07|a0CRB0000CcXZ6W2QW, Count=12","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0rrYAB","a03RB00001Uj0rr","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAOFYA4|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0rsYAB","a03RB00001Uj0rs","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAO7YAO|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0rtYAB","a03RB00001Uj0rt","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAO2YAO|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0ruYAB","a03RB00001Uj0ru","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAO1YAO|2026/06|a0CRB0000CcXZ6T2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0rvYAB","a03RB00001Uj0rv","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUANwYAO|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0rwYAB","a03RB00001Uj0rw","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUANmYAO|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0ryYAB","a03RB00001Uj0ry","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAO0YAO|2026/06|a0CRB0000CcXZ6T2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0s2YAB","a03RB00001Uj0s2","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAORYA4|2026/06|a0CRB0000CcXZ6T2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0s3YAB","a03RB00001Uj0s3","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPIYA4|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0s4YAB","a03RB00001Uj0s4","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAP1YAO|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0s5YAB","a03RB00001Uj0s5","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPBYA4|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0s6YAB","a03RB00001Uj0s6","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPHYA4|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0sFYAR","a03RB00001Uj0sF","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPzYAO|2026/06|a0CRB0000CcXZ6i2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0sGYAR","a03RB00001Uj0sG","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAQ6YAO|2026/06|a0CRB0000CcXZ6j2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0sHYAR","a03RB00001Uj0sH","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPFYA4|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001Uj0sKYAR","a03RB00001Uj0sK","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPzYAO|2026/05|a0CRB0000CcXZ6i2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001UyXx0YAF","a03RB00001UyXx0","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAQ2YAO|2026/06|a0CRB0000CcXZ6i2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001UyXx1YAF","a03RB00001UyXx1","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAQ3YAO|2026/06|a0CRB0000CcXZ6i2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001UyXx2YAF","a03RB00001UyXx2","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPbYAO|2026/06|a0CRB0000CcXZ6i2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001VH5KPYA1","a03RB00001VH5KP","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAOAYA4|2026/06|a0CRB0000CcXZ6V2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001VH5KQYA1","a03RB00001VH5KQ","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPjYAO|2026/06|a0CRB0000CcXZ6i2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001VH5KRYA1","a03RB00001VH5KR","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPlYAO|2026/06|a0CRB0000CcXZ6i2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001VH5KUYA1","a03RB00001VH5KU","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPXYA4|2026/06|a0CRB0000CcXZ6i2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001VH5KVYA1","a03RB00001VH5KV","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPVYA4|2026/06|a0CRB0000CcXZ6i2QG, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001VUaoXYAT","a03RB00001VUaoX","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPNYA4|2026/06|a0CRB0000CcXZ6Q2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001VUaoYYAT","a03RB00001VUaoY","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000kUAPOYA4|2026/06|a0CRB0000CcXZ6Z2QW, Count=2","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WSLkwYAH","a03RB00001WSLkw","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nQDdJYAW|2026/08|a0CRB0000CcXZ6Q2QW, Count=6","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WSLkxYAH","a03RB00001WSLkx","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nQDdJYAW|2026/08|a0CRB0000CcXZ6Q2QW, Count=6","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WSLkyYAH","a03RB00001WSLky","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nQDdJYAW|2026/08|a0CRB0000CcXZ6Q2QW, Count=6","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WSLkzYAH","a03RB00001WSLkz","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nQDdJYAW|2026/08|a0CRB0000CcXZ6Q2QW, Count=6","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WSLl0YAH","a03RB00001WSLl0","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nQDdJYAW|2026/08|a0CRB0000CcXZ6Q2QW, Count=6","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WSLl1YAH","a03RB00001WSLl1","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nQDdJYAW|2026/08|a0CRB0000CcXZ6Q2QW, Count=6","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiuvYAD","a03RB00001WYiuv","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/08|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiuwYAD","a03RB00001WYiuw","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/08|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiuxYAD","a03RB00001WYiux","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/08|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiuyYAD","a03RB00001WYiuy","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/08|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiuzYAD","a03RB00001WYiuz","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/08|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv0YAD","a03RB00001WYiv0","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/08|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv1YAD","a03RB00001WYiv1","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/08|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv2YAD","a03RB00001WYiv2","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/08|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv3YAD","a03RB00001WYiv3","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/09|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv4YAD","a03RB00001WYiv4","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/09|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv5YAD","a03RB00001WYiv5","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/09|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv6YAD","a03RB00001WYiv6","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/09|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv7YAD","a03RB00001WYiv7","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/09|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv8YAD","a03RB00001WYiv8","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/09|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiv9YAD","a03RB00001WYiv9","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/09|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYivAYAT","a03RB00001WYivA","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/09|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYivaYAD","a03RB00001WYiva","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2027/01|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYivBYAT","a03RB00001WYivB","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/10|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYivbYAD","a03RB00001WYivb","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2027/01|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYivcYAD","a03RB00001WYivc","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2027/01|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYivCYAT","a03RB00001WYivC","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/10|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYivDYAT","a03RB00001WYivD","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2026/10|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYivdYAD","a03RB00001WYivd","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2027/01|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
"High","重複","ContractLineItem__c","a03RB00001WYiveYAD","a03RB00001WYive","同一契約・対象月・商品で月次明細が重複","Key=a04RB00000nRlg9YAC|2027/01|a0CRB0000CcXZ6V2QW, Count=8","請求・作成元を確認し重複を統合する"
