Id,InvoiceWork__c,ImportStatus__c,CreatedInvoiceLine__c,ConfirmedProductMaster__c
a0ERB00000PISaf2AH,a0FRB00000YqK3t2AF,取得済み,,
a0ERB00000PISag2AH,a0FRB00000YqK3t2AF,取得済み,,
a0ERB00000PISah2AH,a0FRB00000YqK3t2AF,取得済み,,
a0ERB00000PISai2AH,a0FRB00000YqK3t2AF,取得済み,,
a0ERB00000PISaj2AH,a0FRB00000YqK3u2AF,取得済み,,
a0ERB00000PISak2AH,a0FRB00000YqK3v2AF,取得済み,,
a0ERB00000PISal2AH,a0FRB00000YqK3w2AF,反映済み,a01RB00001c70cPYAQ,a0CRB0000CcXZ6Q2QW
a0ERB00000PISam2AH,a0FRB00000YqK3x2AF,反映済み,a01RB00001c70cQYAQ,a0CRB0000CcXZ6T2QW
a0ERB00000PISan2AH,a0FRB00000YqK3y2AF,取得済み,,
a0ERB00000PISao2AH,a0FRB00000YqK3z2AF,反映済み,a01RB00001cMzfXYAS,a0CRB0000CcXZ6Q2QW
a0ERB00000PISap2AH,a0FRB00000YqK402AF,反映済み,a01RB00001cMzfYYAS,a0CRB0000CcXZ6Q2QW
a0ERB00000PISaq2AH,a0FRB00000YqK412AF,取得済み,,a0CRB0000CcXZ6Z2QW
a0ERB00000PISar2AH,a0FRB00000YqK412AF,取得済み,,
a0ERB00000PISas2AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISat2AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISau2AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISav2AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISaw2AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISax2AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISay2AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISaz2AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISb02AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISb12AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISb22AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PISb32AH,a0FRB00000YqK422AF,取得済み,,
a0ERB00000PIXwn2AH,a0FRB00000YqSO22AN,取得済み,,a0CRB0000CcXZ6V2QW
a0ERB00000PIXwo2AH,a0FRB00000YqSO32AN,反映済み,a01RB00001cHrUjYAK,a0CRB0000CcXZ6i2QG
a0ERB00000PIXwp2AH,a0FRB00000YqSO42AN,反映済み,a01RB00001cID5gYAG,a0CRB0000CcXZ6i2QG
a0ERB00000PIXwq2AH,a0FRB00000YqSO52AN,反映済み,a01RB00001cFsY1YAK,a0CRB0000CcXZ6i2QG
a0ERB00000PIXwr2AH,a0FRB00000YqSO62AN,反映済み,a01RB00001cID5hYAG,a0CRB0000CcXZ6i2QG
a0ERB00000PIXws2AH,a0FRB00000YqSO72AN,反映済み,a01RB00001c70cVYAQ,a0CRB0000CcXZ6j2QG
a0ERB00000PIXwt2AH,a0FRB00000YqSO82AN,取得済み,,
a0ERB00000PIXwu2AH,a0FRB00000YqSO92AN,取得済み,,
a0ERB00000PIXwv2AH,a0FRB00000YqSOA2A3,反映済み,a01RB00001cHrUkYAK,a0CRB0000CcXZ6i2QG
a0ERB00000PIXww2AH,a0FRB00000YqSOB2A3,反映済み,a01RB00001cID5iYAG,a0CRB0000CcXZ6i2QG
a0ERB00000PIdKf2AL,a0FRB00000YqLuQ2AV,反映済み,a01RB00001cID5fYAG,a0CRB0000CcXZ6i2QG
a0ERB00000PIdKg2AL,a0FRB00000YqLuR2AV,反映済み,a01RB00001cMzfZYAS,a0CRB0000CcXZ6Q2QW
a0ERB00000PIdKh2AL,a0FRB00000YqLuS2AV,反映済み,a01RB00001cMzfaYAC,a0CRB0000CcXZ6T2QW
a0ERB00000PIdKi2AL,a0FRB00000YqLuT2AV,反映済み,a01RB00001cMzfbYAC,a0CRB0000CcXZ6T2QW
a0ERB00000PIdKj2AL,a0FRB00000YqLuU2AV,反映済み,a01RB00001cMzfcYAC,a0CRB0000CcXZ6Q2QW
a0ERB00000PIdKk2AL,a0FRB00000YqLuV2AV,反映済み,a01RB00001c70cRYAQ,a0CRB0000CcXZ6Q2QW
a0ERB00000PIdKl2AL,a0FRB00000YqLuW2AV,取得済み,,a0CRB0000Ck3ReH2QU
a0ERB00000PIdKm2AL,a0FRB00000YqLuX2AV,反映済み,a01RB00001c70cSYAQ,a0CRB0000CcXZ6Q2QW
a0ERB00000PIdKn2AL,a0FRB00000YqLuY2AV,反映済み,a01RB00001c70cTYAQ,a0CRB0000CcXZ6Q2QW
a0ERB00000PIdKo2AL,a0FRB00000YqLuZ2AV,反映済み,a01RB00001c70cUYAQ,a0CRB0000CcXZ6T2QW
a0ERB00000PJ1A52AL,a0FRB00000Yr46j2AB,反映済み,a01RB00001cMzfdYAC,a0CRB0000CcXZ6Q2QW
a0ERB00000PJ1A62AL,a0FRB00000Yr46k2AB,反映済み,a01RB00001c70cWYAQ,a0CRB0000CcXZ6Q2QW
a0ERB00000PJ1A72AL,a0FRB00000Yr46l2AB,反映済み,a01RB00001cMzfeYAC,a0CRB0000CcXZ6T2QW
a0ERB00000PJ1A82AL,a0FRB00000Yr46m2AB,反映済み,a01RB00001c70cXYAQ,a0CRB0000CcXZ6Q2QW
a0ERB00000PJ1A92AL,a0FRB00000Yr46n2AB,反映済み,a01RB00001c70cYYAQ,a0CRB0000CcXZ6T2QW
a0ERB00000PJ1AA2A1,a0FRB00000Yr46o2AB,反映済み,a01RB00001cJpgPYAS,a0CRB0000CcXZ6i2QG
a0ERB00000PJ1AB2A1,a0FRB00000Yr46p2AB,反映済み,a01RB00001cHrUlYAK,a0CRB0000CcXZ6i2QG
a0ERB00000PJ1AC2A1,a0FRB00000Yr46q2AB,反映済み,a01RB00001cHrUmYAK,a0CRB0000CcXZ6i2QG
a0ERB00000PJ1AD2A1,a0FRB00000Yr46r2AB,反映済み,a01RB00001cMzffYAC,a0CRB0000CcXZ6Q2QW
a0ERB00000PJ1AE2A1,a0FRB00000Yr46s2AB,反映済み,a01RB00001c70cZYAQ,a0CRB0000CcXZ6T2QW
a0ERB00000PJ6kr2AD,a0FRB00000YrJ2X2AV,反映済み,a01RB00001cMzfgYAC,a0CRB0000CcXZ6Q2QW
a0ERB00000PJ6ks2AD,a0FRB00000YrJ2Y2AV,反映済み,a01RB00001c70caYAA,a0CRB0000CcXZ6j2QG
a0ERB00000PJSS12AP,a0FRB00000YswQ42AJ,取得済み,,
a0ERB00000PJSS22AP,a0FRB00000YswQ42AJ,取得済み,,
