Id,Name,FreeeInvoiceId__c,BillingDate__c,InvoiceAmount__c,ImportStatus__c,ValidationMessage__c,ResolvedAccount__c,ResolvedContract__c,ResolvedContractPeriod__c,CreatedInvoice__c
a0FRB00000XX8tV2AT,MFIW-000373,62557474,2026-07-07,127800,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。
請求金額と明細合計が一致していません。請求金額=127800、明細合計=140580",001RB00001br9KUYAY,,,
a0FRB00000YomM12AJ,MFIW-000374,62989809,2026-07-14,495000,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。",001RB00001VTCYEYA5,,,
a0FRB00000Ypg4u2AB,MFIW-000377,63077927,2026-07-20,52800,要確認,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。
請求金額と明細合計が一致していません。請求金額=52800、明細合計=105600",001RB00001br9KWYAY,a04RB00000n5Je8YAE,a0BRB000012ECiB2AW,a00RB00002B4i4CYAR
a0FRB00000Ypg4v2AB,MFIW-000378,63077930,2026-07-20,275000,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。",001RB00001VTqxQYAT,,,
a0FRB00000Yq7Em2AJ,MFIW-000398,63077980,2026-07-20,357500,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。
請求金額と明細合計が一致していません。請求金額=357500、明細合計=665500",001RB00001VTrvcYAD,,,
a0FRB00000YqK3t2AF,MFIW-000405,63110944,2026-07-20,1584000,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。",001RB00001VTrr2YAD,,,
a0FRB00000YqK3u2AF,MFIW-000406,63110969,2026-07-20,35200,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。",001RB00001VTrRuYAL,,,
a0FRB00000YqK3v2AF,MFIW-000407,63120578,2026-07-20,8800,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。",001RB00001b3qNeYAI,,,
a0FRB00000YqK412AF,MFIW-000413,63126510,2026-07-20,2244000,要確認,商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。,001RB00001VTCYEYA5,a04RB00000lZ54zYAC,a0BRB0000100Bsb2AE,
a0FRB00000YqSO82AN,MFIW-000421,63150544,2026-07-20,12100,要確認,商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。,001RB00001br9KKYAY,a04RB00000n5JdsYAE,a0BRB000012EChM2AW,
a0FRB00000YqLuW2AV,MFIW-000431,63150560,2026-07-20,181500,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。",001RB00001VTruAYAT,,,
a0FRB00000YswQ42AJ,MFIW-000447,63150583,2026-07-31,6600000,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。",001RB00001VTCZLYA5,,,
a0FRB00000Znh2r2AB,MFIW-000448,58810995,2026-06-19,33000,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。",001RB00001c9XXpYAM,,,
