Chunk,StartIndex,EndIndex,Requested,ExitCode,SuccessCount,SkippedCount,FailedCount,Status,Message
17,801,850,50,1,,,,ERROR,"sf.cmd : (node:14380) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:14380) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
18,851,900,50,1,,,,ERROR,"sf.cmd : (node:12548) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:12548) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
19,901,950,50,1,,,,ERROR,"sf.cmd : (node:28680) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28680) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
20,951,1000,50,1,,,,ERROR,"sf.cmd : (node:23216) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:23216) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
21,1001,1050,50,1,,,,ERROR,"sf.cmd : (node:26356) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:26356) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
22,1051,1100,50,1,,,,ERROR,"sf.cmd : (node:29540) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:29540) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
23,1101,1150,50,1,,,,ERROR,"sf.cmd : (node:24732) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:24732) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
24,1151,1200,50,1,,,,ERROR,"sf.cmd : (node:29576) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:29576) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
25,1201,1250,50,1,,,,ERROR,"sf.cmd : (node:21292) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:21292) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
26,1251,1300,50,1,,,,ERROR,"sf.cmd : (node:9652) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:9652) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
27,1301,1350,50,1,,,,ERROR,"sf.cmd : (node:29120) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:29120) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
28,1351,1400,50,1,,,,ERROR,"sf.cmd : (node:13352) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:13352) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
29,1401,1450,50,1,,,,ERROR,"sf.cmd : (node:22612) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:22612) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
30,1451,1500,50,1,,,,ERROR,"sf.cmd : (node:23960) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:23960) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
31,1501,1550,50,1,,,,ERROR,"sf.cmd : (node:18384) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:18384) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
32,1551,1600,50,1,,,,ERROR,"sf.cmd : (node:29484) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:29484) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
33,1601,1650,50,1,,,,ERROR,"sf.cmd : (node:26512) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:26512) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
34,1651,1700,50,1,,,,ERROR,"sf.cmd : (node:17820) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:17820) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
35,1701,1750,50,1,,,,ERROR,"sf.cmd : (node:20212) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:20212) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
36,1751,1800,50,1,,,,ERROR,"sf.cmd : (node:26208) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:26208) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
37,1801,1850,50,1,,,,ERROR,"sf.cmd : (node:14224) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:14224) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
38,1851,1900,50,1,,,,ERROR,"sf.cmd : (node:5684) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:5684) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
39,1901,1950,50,1,,,,ERROR,"sf.cmd : (node:17916) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:17916) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
40,1951,2000,50,1,,,,ERROR,"sf.cmd : (node:23896) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:23896) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
41,2001,2050,50,1,,,,ERROR,"sf.cmd : (node:20836) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:20836) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
42,2051,2100,50,1,,,,ERROR,"sf.cmd : (node:16604) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:16604) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
