"Severity","Category","Object","RecordId","RecordName","Issue","Evidence","RecommendedAction"
"High","MRR","ContractLineItem__c","a03RB00001NswrFYAR","TC神鋼不動産株式会社_2025/08","MRR対象だが売上予定額が空","Month=2025/08, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrGYAR","TC神鋼不動産株式会社_2025/09","MRR対象だが売上予定額が空","Month=2025/09, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrHYAR","TC神鋼不動産株式会社_2025/10","MRR対象だが売上予定額が空","Month=2025/10, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrIYAR","TC神鋼不動産株式会社_2025/11","MRR対象だが売上予定額が空","Month=2025/11, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrJYAR","TC神鋼不動産株式会社_2025/12","MRR対象だが売上予定額が空","Month=2025/12, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrKYAR","TC神鋼不動産株式会社_2026/01","MRR対象だが売上予定額が空","Month=2026/01, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrLYAR","TC神鋼不動産株式会社_2026/02","MRR対象だが売上予定額が空","Month=2026/02, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrMYAR","TC神鋼不動産株式会社_2026/03","MRR対象だが売上予定額が空","Month=2026/03, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrNYAR","TC神鋼不動産株式会社_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrOYAR","TC神鋼不動産株式会社_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001Nswj5YAB","コンチネンタルホーム株式会社_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=24000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001Nswj6YAB","コンチネンタルホーム株式会社_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=24000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUHYAZ","サンフロンティア不動産株式会社_2024/06","MRR対象だが売上予定額が空","Month=2024/06, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUIYAZ","サンフロンティア不動産株式会社_2024/07","MRR対象だが売上予定額が空","Month=2024/07, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUJYAZ","サンフロンティア不動産株式会社_2024/08","MRR対象だが売上予定額が空","Month=2024/08, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUKYAZ","サンフロンティア不動産株式会社_2024/09","MRR対象だが売上予定額が空","Month=2024/09, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswULYAZ","サンフロンティア不動産株式会社_2024/10","MRR対象だが売上予定額が空","Month=2024/10, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUMYAZ","サンフロンティア不動産株式会社_2024/11","MRR対象だが売上予定額が空","Month=2024/11, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUNYAZ","サンフロンティア不動産株式会社_2024/12","MRR対象だが売上予定額が空","Month=2024/12, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUOYAZ","サンフロンティア不動産株式会社_2025/01","MRR対象だが売上予定額が空","Month=2025/01, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUPYAZ","サンフロンティア不動産株式会社_2025/02","MRR対象だが売上予定額が空","Month=2025/02, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUQYAZ","サンフロンティア不動産株式会社_2025/03","MRR対象だが売上予定額が空","Month=2025/03, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswURYAZ","サンフロンティア不動産株式会社_2025/04","MRR対象だが売上予定額が空","Month=2025/04, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUSYAZ","サンフロンティア不動産株式会社_2025/05","MRR対象だが売上予定額が空","Month=2025/05, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUTYAZ","サンフロンティア不動産株式会社_2025/06","MRR対象だが売上予定額が空","Month=2025/06, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUUYAZ","サンフロンティア不動産株式会社_2025/07","MRR対象だが売上予定額が空","Month=2025/07, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUVYAZ","サンフロンティア不動産株式会社_2025/08","MRR対象だが売上予定額が空","Month=2025/08, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUWYAZ","サンフロンティア不動産株式会社_2025/09","MRR対象だが売上予定額が空","Month=2025/09, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUXYAZ","サンフロンティア不動産株式会社_2025/10","MRR対象だが売上予定額が空","Month=2025/10, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUYYAZ","サンフロンティア不動産株式会社_2025/11","MRR対象だが売上予定額が空","Month=2025/11, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUZYAZ","サンフロンティア不動産株式会社_2025/12","MRR対象だが売上予定額が空","Month=2025/12, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUaYAJ","サンフロンティア不動産株式会社_2026/01","MRR対象だが売上予定額が空","Month=2026/01, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUbYAJ","サンフロンティア不動産株式会社_2026/02","MRR対象だが売上予定額が空","Month=2026/02, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUcYAJ","サンフロンティア不動産株式会社_2026/03","MRR対象だが売上予定額が空","Month=2026/03, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUdYAJ","サンフロンティア不動産株式会社_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswUeYAJ","サンフロンティア不動産株式会社_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=64000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswjTYAR","スタイルテック総合計画_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=75000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswjUYAR","スタイルテック総合計画_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=75000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswjeYAB","フィールド・デザイン・アーキテクツ一級建築士事務所_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswjfYAB","フィールド・デザイン・アーキテクツ一級建築士事務所_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswgpYAB","フロンヴィルホームズ名古屋株式会社_2026/03","MRR対象だが売上予定額が空","Month=2026/03, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswgqYAB","フロンヴィルホームズ名古屋株式会社_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswgrYAB","フロンヴィルホームズ名古屋株式会社_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswgsYAB","フロンヴィルホームズ名古屋株式会社_2026/08","MRR対象だが売上予定額が空","Month=2026/08, Total=20000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001Nswj3YAB","花菱不動産株式会社_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=16000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001Nswj4YAB","花菱不動産株式会社_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=16000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsMYAR","株式会社 三福管理センター_2025/11","MRR対象だが売上予定額が空","Month=2025/11, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsNYAR","株式会社 三福管理センター_2025/12","MRR対象だが売上予定額が空","Month=2025/12, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsOYAR","株式会社 三福管理センター_2026/01","MRR対象だが売上予定額が空","Month=2026/01, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsPYAR","株式会社 三福管理センター_2026/02","MRR対象だが売上予定額が空","Month=2026/02, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsQYAR","株式会社 三福管理センター_2026/03","MRR対象だが売上予定額が空","Month=2026/03, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsRYAR","株式会社 三福管理センター_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswjVYAR","株式会社ecoaハウス_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=75000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswjWYAR","株式会社ecoaハウス_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=75000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswerYAB","株式会社LIXIL住宅研究所 リノベーション推進室_2025/09","MRR対象だが売上予定額が空","Month=2025/09, Total=16000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswesYAB","株式会社LIXIL住宅研究所 リノベーション推進室_2025/10","MRR対象だが売上予定額が空","Month=2025/10, Total=16000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswetYAB","株式会社LIXIL住宅研究所 リノベーション推進室_2025/11","MRR対象だが売上予定額が空","Month=2025/11, Total=16000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NsweuYAB","株式会社LIXIL住宅研究所 リノベーション推進室_2025/12","MRR対象だが売上予定額が空","Month=2025/12, Total=16000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswevYAB","株式会社LIXIL住宅研究所 リノベーション推進室_2026/01","MRR対象だが売上予定額が空","Month=2026/01, Total=16000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswewYAB","株式会社LIXIL住宅研究所 リノベーション推進室_2026/02","MRR対象だが売上予定額が空","Month=2026/02, Total=16000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswexYAB","株式会社LIXIL住宅研究所 リノベーション推進室_2026/03","MRR対象だが売上予定額が空","Month=2026/03, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NsweyYAB","株式会社LIXIL住宅研究所 リノベーション推進室_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswezYAB","株式会社LIXIL住宅研究所 リノベーション推進室_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrPYAR","株式会社TAKUTO_2025/07","MRR対象だが売上予定額が空","Month=2025/07, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrQYAR","株式会社TAKUTO_2025/08","MRR対象だが売上予定額が空","Month=2025/08, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrRYAR","株式会社TAKUTO_2025/09","MRR対象だが売上予定額が空","Month=2025/09, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrSYAR","株式会社TAKUTO_2025/10","MRR対象だが売上予定額が空","Month=2025/10, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrTYAR","株式会社TAKUTO_2025/11","MRR対象だが売上予定額が空","Month=2025/11, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrUYAR","株式会社TAKUTO_2025/12","MRR対象だが売上予定額が空","Month=2025/12, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrVYAR","株式会社TAKUTO_2026/01","MRR対象だが売上予定額が空","Month=2026/01, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrWYAR","株式会社TAKUTO_2026/02","MRR対象だが売上予定額が空","Month=2026/02, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrXYAR","株式会社TAKUTO_2026/03","MRR対象だが売上予定額が空","Month=2026/03, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrYYAR","株式会社TAKUTO_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswrZYAR","株式会社TAKUTO_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=11000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001Nswc7YAB","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2025/05","MRR対象だが売上予定額が空","Month=2025/05, Total=40000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001Nswc8YAB","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2025/06","MRR対象だが売上予定額が空","Month=2025/06, Total=40000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001Nswc9YAB","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2025/07","MRR対象だが売上予定額が空","Month=2025/07, Total=40000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcAYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2025/08","MRR対象だが売上予定額が空","Month=2025/08, Total=40000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcBYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2025/09","MRR対象だが売上予定額が空","Month=2025/09, Total=40000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcCYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2025/10","MRR対象だが売上予定額が空","Month=2025/10, Total=48000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcDYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2025/11","MRR対象だが売上予定額が空","Month=2025/11, Total=48000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcEYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2025/12","MRR対象だが売上予定額が空","Month=2025/12, Total=48000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcFYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2026/01","MRR対象だが売上予定額が空","Month=2026/01, Total=48000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcGYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2026/02","MRR対象だが売上予定額が空","Month=2026/02, Total=48000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcHYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2026/03","MRR対象だが売上予定額が空","Month=2026/03, Total=48000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcIYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=48000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcJYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=48000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswcKYAR","株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2026/06","MRR対象だが売上予定額が空","Month=2026/06, Total=48000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsSYAR","株式会社ケン・プロパティマネジメント_2025/12","MRR対象だが売上予定額が空","Month=2025/12, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsTYAR","株式会社ケン・プロパティマネジメント_2026/01","MRR対象だが売上予定額が空","Month=2026/01, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsUYAR","株式会社ケン・プロパティマネジメント_2026/02","MRR対象だが売上予定額が空","Month=2026/02, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsVYAR","株式会社ケン・プロパティマネジメント_2026/03","MRR対象だが売上予定額が空","Month=2026/03, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsWYAR","株式会社ケン・プロパティマネジメント_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswsXYAR","株式会社ケン・プロパティマネジメント_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbpYAB","株式会社デザインアーク_2025/05","MRR対象だが売上予定額が空","Month=2025/05, Total=132000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbqYAB","株式会社デザインアーク_2025/06","MRR対象だが売上予定額が空","Month=2025/06, Total=66000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbrYAB","株式会社デザインアーク_2025/07","MRR対象だが売上予定額が空","Month=2025/07, Total=66000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbsYAB","株式会社デザインアーク_2025/08","MRR対象だが売上予定額が空","Month=2025/08, Total=66000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbtYAB","株式会社デザインアーク_2025/09","MRR対象だが売上予定額が空","Month=2025/09, Total=66000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbuYAB","株式会社デザインアーク_2025/10","MRR対象だが売上予定額が空","Month=2025/10, Total=66000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbvYAB","株式会社デザインアーク_2025/11","MRR対象だが売上予定額が空","Month=2025/11, Total=66000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbwYAB","株式会社デザインアーク_2025/12","MRR対象だが売上予定額が空","Month=2025/12, Total=66000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbxYAB","株式会社デザインアーク_2026/01","MRR対象だが売上予定額が空","Month=2026/01, Total=66000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbyYAB","株式会社デザインアーク_2026/02","MRR対象だが売上予定額が空","Month=2026/02, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswbzYAB","株式会社デザインアーク_2026/03","MRR対象だが売上予定額が空","Month=2026/03, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001Nswc0YAB","株式会社デザインアーク_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001Nswc1YAB","株式会社デザインアーク_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=55000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswjXYAR","株式会社ドムコス_2026/04","MRR対象だが売上予定額が空","Month=2026/04, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswjYYAR","株式会社ドムコス_2026/05","MRR対象だが売上予定額が空","Month=2026/05, Total=8000","商品単価または請求明細から売上予定額を補完する"
"High","MRR","ContractLineItem__c","a03RB00001NswVwYAJ","株式会社フロンティアコンサルティング_2024/08","MRR対象だが売上予定額が空","Month=2024/08, Total=27500","商品単価または請求明細から売上予定額を補完する"
