"Severity","Category","Object","RecordId","RecordName","Issue","Evidence","RecommendedAction"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjEYAR","株式会社サンケイビル_2026/06","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjFYAR","株式会社サンケイビル_2026/07","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjGYAR","株式会社サンケイビル_2026/08","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjHYAR","株式会社サンケイビル_2026/09","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjIYAR","株式会社サンケイビル_2026/10","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjJYAR","株式会社サンケイビル_2026/11","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjKYAR","株式会社サンケイビル_2026/12","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjLYAR","株式会社サンケイビル_2027/01","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjMYAR","株式会社サンケイビル_2027/02","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswjNYAR","株式会社サンケイビル_2027/03","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7WYAW, MonthlyContract=a04RB00000kUAP2YAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswirYAB","株式会社トーケン_2026/03","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswisYAB","株式会社トーケン_2026/04","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswitYAB","株式会社トーケン_2026/05","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswiuYAB","株式会社トーケン_2026/06","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswivYAB","株式会社トーケン_2026/07","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswiwYAB","株式会社トーケン_2026/08","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswixYAB","株式会社トーケン_2026/09","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswiyYAB","株式会社トーケン_2026/10","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswizYAB","株式会社トーケン_2026/11","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001Nswj0YAB","株式会社トーケン_2026/12","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001Nswj1YAB","株式会社トーケン_2027/01","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001Nswj2YAB","株式会社トーケン_2027/02","関連請求の取引先が月次明細と異なる","InvoiceAccount=001RB00001br9KPYAY, MonthlyAccount=001RB00001VTrHrYAL","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswiOYAR","株式会社石勝エクステリア(シングルサインオン分）_2026/03","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7aYAG, MonthlyContract=a04RB00000kUAOrYAO","正しい請求へ付け替える"
"High","請求参照不一致","ContractLineItem__c","a03RB00001NswhHYAR","株式会社石勝エクステリア_2026/03","関連請求の親契約が月次明細の契約と異なる","InvoiceContract=a04RB00000kVL7aYAG, MonthlyContract=a04RB00000kUAOkYAO","正しい請求へ付け替える"
"High","入金金額不一致","Invoice__c","a00RB000024Ux4IYAS","INV-0000000011","入金額と未入金額の合計が請求金額と一致しない","Paid=1837000, Unpaid=0, Invoice=1670000","freee決済情報を再同期する"
"High","入金金額不一致","Invoice__c","a00RB000024Ux4qYAC","INV-0000000045","入金額と未入金額の合計が請求金額と一致しない","Paid=2057000, Unpaid=0, Invoice=1870000","freee決済情報を再同期する"
"High","明細不足","Invoice__c","a00RB00002BOnJhYAL","INV-0000000404","請求明細がない","InvoiceAmount=3510000","freee明細を再取得するか請求明細を作成する"
