"Id","Contract","Month","Amount","ProductMaster__c","ProductName","MRR_Target__c","ARR_Target__c","RevenueAmount__c"
"a03RB00001NswaKYAR","a04RB00000kUAO2YAO","2025/07","16000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","16000"
"a03RB00001NswaLYAR","a04RB00000kUAO2YAO","2025/08","16000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","16000"
"a03RB00001NswaMYAR","a04RB00000kUAO2YAO","2025/09","16000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","16000"
"a03RB00001NswaNYAR","a04RB00000kUAO2YAO","2025/10","16000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","16000"
"a03RB00001NswaOYAR","a04RB00000kUAO2YAO","2025/11","16000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","16000"
"a03RB00001NswaPYAR","a04RB00000kUAO2YAO","2025/12","16000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","16000"
"a03RB00001NswaQYAR","a04RB00000kUAO2YAO","2026/01","16000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","16000"
"a03RB00001NswaRYAR","a04RB00000kUAO2YAO","2026/02","16000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","16000"
"a03RB00001STmH0YAL","a04RB00000kUAO2YAO","2026/08","16000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","16000"
"a03RB00001NswbJYAR","a04RB00000kUAO7YAO","2025/04","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbKYAR","a04RB00000kUAO7YAO","2025/05","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbLYAR","a04RB00000kUAO7YAO","2025/06","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbMYAR","a04RB00000kUAO7YAO","2025/07","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbNYAR","a04RB00000kUAO7YAO","2025/08","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbOYAR","a04RB00000kUAO7YAO","2025/09","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbPYAR","a04RB00000kUAO7YAO","2025/10","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbQYAR","a04RB00000kUAO7YAO","2025/11","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbRYAR","a04RB00000kUAO7YAO","2025/12","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbSYAR","a04RB00000kUAO7YAO","2026/01","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswbTYAR","a04RB00000kUAO7YAO","2026/02","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001STmH1YAL","a04RB00000kUAO7YAO","2026/08","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcLYAR","a04RB00000kUAOFYA4","2025/05","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcMYAR","a04RB00000kUAOFYA4","2025/06","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcNYAR","a04RB00000kUAOFYA4","2025/07","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcOYAR","a04RB00000kUAOFYA4","2025/08","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcPYAR","a04RB00000kUAOFYA4","2025/09","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcQYAR","a04RB00000kUAOFYA4","2025/10","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcRYAR","a04RB00000kUAOFYA4","2025/11","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcSYAR","a04RB00000kUAOFYA4","2025/12","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcTYAR","a04RB00000kUAOFYA4","2026/01","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NswcUYAR","a04RB00000kUAOFYA4","2026/02","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001STmH4YAL","a04RB00000kUAOFYA4","2026/08","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001NsweUYAR","a04RB00000kUAORYA4","2025/09","55000","a0CRB0000CcXZ6T2QW","[OLD] Rendery Enterpriseプラン(2025年9月まで)","true","true","55000"
"a03RB00001NsweVYAR","a04RB00000kUAORYA4","2025/10","55000","a0CRB0000CcXZ6T2QW","[OLD] Rendery Enterpriseプラン(2025年9月まで)","true","true","55000"
"a03RB00001NsweWYAR","a04RB00000kUAORYA4","2025/11","55000","a0CRB0000CcXZ6T2QW","[OLD] Rendery Enterpriseプラン(2025年9月まで)","true","true","55000"
"a03RB00001NsweXYAR","a04RB00000kUAORYA4","2025/12","55000","a0CRB0000CcXZ6T2QW","[OLD] Rendery Enterpriseプラン(2025年9月まで)","true","true","55000"
"a03RB00001NsweYYAR","a04RB00000kUAORYA4","2026/01","55000","a0CRB0000CcXZ6T2QW","[OLD] Rendery Enterpriseプラン(2025年9月まで)","true","true","55000"
"a03RB00001NsweZYAR","a04RB00000kUAORYA4","2026/02","55000","a0CRB0000CcXZ6T2QW","[OLD] Rendery Enterpriseプラン(2025年9月まで)","true","true","55000"
"a03RB00001STmH9YAL","a04RB00000kUAORYA4","2026/08","55000","a0CRB0000CcXZ6T2QW","[OLD] Rendery Enterpriseプラン(2025年9月まで)","true","true","55000"
"a03RB00001NswguYAB","a04RB00000kUAOiYAO","2026/02","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001NswgvYAB","a04RB00000kUAOiYAO","2026/03","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001NswgwYAB","a04RB00000kUAOiYAO","2026/04","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001NswgxYAB","a04RB00000kUAOiYAO","2026/05","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001NswgyYAB","a04RB00000kUAOiYAO","2026/06","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001NswgzYAB","a04RB00000kUAOiYAO","2026/07","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001Nswh0YAB","a04RB00000kUAOiYAO","2026/08","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001Nswh1YAB","a04RB00000kUAOiYAO","2026/09","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001Nswh2YAB","a04RB00000kUAOiYAO","2026/10","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001Nswh3YAB","a04RB00000kUAOiYAO","2026/11","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001Nswh4YAB","a04RB00000kUAOiYAO","2026/12","24000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","24000"
"a03RB00001STmHQYA1","a04RB00000kUAP1YAO","2026/08","40000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","40000"
"a03RB00001STmHZYA1","a04RB00000kUAPBYA4","2026/08","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001STmHbYAL","a04RB00000kUAPFYA4","2026/08","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001STmHcYAL","a04RB00000kUAPHYA4","2026/08","8000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","8000"
"a03RB00001RcACIYA3","a04RB00000kUAPIYA4","2026/07","32000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","32000"
"a03RB00001STmHdYAL","a04RB00000kUAPIYA4","2026/08","32000","a0CRB0000CcXZ6Q2QW","Rendery Proプラン","true","true","32000"
"a03RB00001NswljYAB","a04RB00000kUAPWYA4","2024/09","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlkYAB","a04RB00000kUAPWYA4","2024/10","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswllYAB","a04RB00000kUAPWYA4","2024/11","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlmYAB","a04RB00000kUAPWYA4","2024/12","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlnYAB","a04RB00000kUAPWYA4","2025/01","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswloYAB","a04RB00000kUAPWYA4","2025/02","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlpYAB","a04RB00000kUAPWYA4","2025/03","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlqYAB","a04RB00000kUAPWYA4","2025/04","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlrYAB","a04RB00000kUAPWYA4","2025/05","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlsYAB","a04RB00000kUAPWYA4","2025/06","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswltYAB","a04RB00000kUAPWYA4","2025/07","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswluYAB","a04RB00000kUAPWYA4","2025/08","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlvYAB","a04RB00000kUAPWYA4","2025/09","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlwYAB","a04RB00000kUAPWYA4","2025/10","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlxYAB","a04RB00000kUAPWYA4","2025/11","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlyYAB","a04RB00000kUAPWYA4","2025/12","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswlzYAB","a04RB00000kUAPWYA4","2026/01","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001Nswm0YAB","a04RB00000kUAPWYA4","2026/02","11000","a0CRB0000CcXZ6i2QG","knock knock AI Basicプラン(50クレジット)","true","true","11000"
"a03RB00001NswnOYAR","a04RB00000kUAPdYAO","2025/02","159500","a0CRB0000DaCRfV2QW","[月払] knock knock AI Enterpriseプラン 1100クレジット","true","true","159500"
"a03RB00001NswnPYAR","a04RB00000kUAPdYAO","2025/03","159500","a0CRB0000DaCRfV2QW","[月払] knock knock AI Enterpriseプラン 1100クレジット","true","true","159500"
"a03RB00001NswnbYAB","a04RB00000kUAPdYAO","2026/03","159500","a0CRB0000DaCRfV2QW","[月払] knock knock AI Enterpriseプラン 1100クレジット","true","true","159500"
"a03RB00001NswncYAB","a04RB00000kUAPdYAO","2026/04","159500","a0CRB0000DaCRfV2QW","[月払] knock knock AI Enterpriseプラン 1100クレジット","true","true","159500"
"a03RB00001NswndYAB","a04RB00000kUAPdYAO","2026/05","159500","a0CRB0000DaCRfV2QW","[月払] knock knock AI Enterpriseプラン 1100クレジット","true","true","159500"
"a03RB00001RcABNYA3","a04RB00000kUAPdYAO","2026/07","159500","a0CRB0000DaCRfV2QW","[月払] knock knock AI Enterpriseプラン 1100クレジット","true","true","159500"
"a03RB00001STmHkYAL","a04RB00000kUAPdYAO","2026/08","159500","a0CRB0000DaCRfV2QW","[月払] knock knock AI Enterpriseプラン 1100クレジット","true","true","159500"
"a03RB00001Nsws9YAB","a04RB00000kUAQ6YAO","2025/09","55000","a0CRB0000CcXZ6j2QG","knock knock AI Proプラン(300クレジット)","true","true","55000"
"a03RB00001NswsAYAR","a04RB00000kUAQ6YAO","2025/10","55000","a0CRB0000CcXZ6j2QG","knock knock AI Proプラン(300クレジット)","true","true","55000"
"a03RB00001NswsBYAR","a04RB00000kUAQ6YAO","2025/11","55000","a0CRB0000CcXZ6j2QG","knock knock AI Proプラン(300クレジット)","true","true","55000"
"a03RB00001NswsCYAR","a04RB00000kUAQ6YAO","2025/12","55000","a0CRB0000CcXZ6j2QG","knock knock AI Proプラン(300クレジット)","true","true","55000"
"a03RB00001NswsDYAR","a04RB00000kUAQ6YAO","2026/01","55000","a0CRB0000CcXZ6j2QG","knock knock AI Proプラン(300クレジット)","true","true","55000"
"a03RB00001NswsEYAR","a04RB00000kUAQ6YAO","2026/02","55000","a0CRB0000CcXZ6j2QG","knock knock AI Proプラン(300クレジット)","true","true","55000"
"a03RB00001STmHuYAL","a04RB00000kUAQ6YAO","2026/08","55000","a0CRB0000CcXZ6j2QG","knock knock AI Proプラン(300クレジット)","true","true","55000"
